User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),App Frequency,Data Usage (MB/day),Age,Gender
844,OnePlus 9,iOS,93,11.71,2111,31,2174,35,Female
845,Samsung Galaxy S21,iOS,176,2.87,2763,87,293,49,Female
846,OnePlus 9,iOS,52,10.02,2100,47,2101,19,Female
847,iPhone 12,iOS,188,11.02,1158,65,1010,34,Male
848,Samsung Galaxy S21,iOS,190,3.96,2698,82,1234,27,Female
849,OnePlus 9,Android,343,2.37,534,70,879,32,Male
850,Samsung Galaxy S21,iOS,97,2.32,1826,92,860,46,Female
851,OnePlus 9,iOS,216,1.87,2005,15,1786,26,Female
852,OnePlus 9,iOS,488,4.95,1777,64,1621,39,Female
853,Google Pixel 5,iOS,87,7.68,2257,30,777,21,Female
854,Samsung Galaxy S21,iOS,546,11.91,2763,98,1153,41,Male
855,iPhone 12,Android,281,5.06,2550,65,431,50,Female
856,Xiaomi Mi 11,iOS,237,1.57,2298,55,2035,26,Male
857,Xiaomi Mi 11,iOS,155,11.1,1712,71,181,31,Female
858,Samsung Galaxy S21,Android,46,3.85,1261,66,1371,46,Female
859,Google Pixel 5,iOS,477,6.04,1216,97,2108,27,Female
860,OnePlus 9,iOS,252,3.04,1659,47,2270,25,Male
861,iPhone 12,iOS,217,10.78,2991,95,2148,48,Male
862,Google Pixel 5,iOS,332,4.82,575,96,1536,30,Male
863,Samsung Galaxy S21,iOS,332,8.35,2921,67,186,43,Male
864,iPhone 12,iOS,204,7.54,1110,60,735,24,Female
865,iPhone 12,Android,590,1.05,1352,14,2010,47,Male
866,Samsung Galaxy S21,Android,198,10.44,1184,67,1031,31,Male
867,iPhone 12,Android,380,7.1,1270,11,2297,26,Female
868,iPhone 12,Android,49,5.92,2379,38,1806,54,Male
869,OnePlus 9,iOS,263,3.0,1001,51,1466,23,Female
870,Samsung Galaxy S21,iOS,172,11.66,2609,45,1908,52,Male
871,Samsung Galaxy S21,Android,,4.82,2546,46,2482,47,Male
872,iPhone 12,iOS,435,7.1,1304,44,2244,46,Female
873,OnePlus 9,iOS,148,4.64,1122,76,730,47,Male
874,Google Pixel 5,iOS,268,5.06,2596,97,367,32,Male
875,iPhone 12,iOS,143,9.65,1777,88,610,37,Male
876,Samsung Galaxy S21,iOS,110,6.73,1554,62,1274,37,Female
877,Xiaomi Mi 11,Android,583,8.0,2428,19,2114,45,Female
878,Google Pixel 5,Android,486,7.41,2741,69,2368,40,Female
879,iPhone 12,iOS,408,6.48,1594,42,1470,42,Female
880,iPhone 12,Android,34,2.77,705,36,1648,19,Female
881,Samsung Galaxy S21,iOS,266,4.89,1836,74,1416,48,Female
882,iPhone 12,iOS,192,9.6,1292,65,2273,22,Female
883,Google Pixel 5,Android,551,5.05,1436,80,977,55,Male
884,iPhone 12,Android,405,1.59,2427,92,1316,42,Male
885,Google Pixel 5,Android,317,5.91,2527,29,1708,42,Female
886,OnePlus 9,iOS,434,7.91,2170,98,181,29,Female
887,Xiaomi Mi 11,Android,39,8.48,330,28,2176,21,Male
888,iPhone 12,Android,515,5.94,2722,99,313,25,Male
889,Google Pixel 5,Android,533,6.46,1950,36,2304,25,Male
890,Xiaomi Mi 11,iOS,187,9.25,2210,56,1190,56,Female
891,Samsung Galaxy S21,Android,175,1.05,306,59,2063,45,Male
892,Google Pixel 5,Android,55,9.94,2543,89,2419,24,Female
893,Google Pixel 5,iOS,199,7.61,743,54,1597,58,Female
894,OnePlus 9,iOS,104,9.73,1830,93,297,28,Male
895,Samsung Galaxy S21,Android,481,2.45,2963,97,1186,41,Male
896,OnePlus 9,Android,591,7.42,1608,82,930,45,Male
897,Google Pixel 5,Android,231,5.36,1498,10,814,43,Male
898,OnePlus 9,Android,527,1.22,1092,56,2307,54,Male
899,iPhone 12,Android,50,1.65,2064,46,2224,27,Female
900,Xiaomi Mi 11,iOS,400,10.52,2092,21,2460,24,Female
901,Samsung Galaxy S21,Android,385,10.2,2177,19,2094,36,Female
902,Google Pixel 5,iOS,206,9.4,2633,91,2274,43,Male
903,Google Pixel 5,Android,205,1.16,2251,42,322,28,Female
904,Google Pixel 5,iOS,412,9.0,2179,53,1977,56,Male
905,iPhone 12,iOS,249,3.37,762,40,585,49,Male
906,Google Pixel 5,iOS,181,10.54,2738,31,1601,18,Female
907,Samsung Galaxy S21,Android,132,1.87,2217,35,113,46,Male
908,Samsung Galaxy S21,iOS,436,4.32,2417,91,1389,40,Male
909,iPhone 12,Android,133,9.58,481,74,985,37,Male
910,OnePlus 9,Android,476,5.76,2744,79,,50,Male
911,Xiaomi Mi 11,Android,36,10.05,744,92,1692,45,Male
912,OnePlus 9,iOS,49,6.14,2896,55,206,44,Female
913,Samsung Galaxy S21,Android,588,2.68,1178,66,543,30,Female
914,OnePlus 9,iOS,329,8.24,736,72,1087,52,Female
915,Samsung Galaxy S21,Android,346,9.83,2374,69,387,35,Male
916,Xiaomi Mi 11,iOS,171,11.37,2022,20,434,49,Female
917,Xiaomi Mi 11,Android,300,8.07,1456,87,1343,54,Female
918,Google Pixel 5,Android,92,3.84,643,44,492,39,Female
919,Samsung Galaxy S21,iOS,383,11.84,1752,67,2156,31,Male
920,Google Pixel 5,Android,48,4.68,2565,82,1426,20,Female
921,Xiaomi Mi 11,Android,597,1.84,1993,27,471,33,Female
922,Samsung Galaxy S21,iOS,85,2.18,1720,14,1497,52,Male
923,iPhone 12,iOS,88,5.51,1963,32,1573,49,Female
924,Xiaomi Mi 11,Android,596,5.91,382,22,179,32,Female
925,Samsung Galaxy S21,iOS,195,4.12,871,94,856,55,Male
926,OnePlus 9,iOS,468,4.41,809,13,1984,25,Male
927,Samsung Galaxy S21,iOS,497,7.93,2268,23,494,52,Male
928,Xiaomi Mi 11,iOS,537,1.93,1078,45,2013,37,Male
929,OnePlus 9,iOS,364,1.48,2441,21,207,50,Female
930,iPhone 12,Android,296,11.52,2582,85,2053,51,Male
931,iPhone 12,iOS,148,5.7,1849,65,2229,31,Male
932,Samsung Galaxy S21,Android,268,10.9,2323,74,340,41,Female
933,Samsung Galaxy S21,iOS,407,6.34,2494,55,695,34,Female
934,Samsung Galaxy S21,Android,165,1.13,2307,65,884,22,Female
935,OnePlus 9,iOS,188,10.65,2467,92,2127,35,Female
936,Xiaomi Mi 11,iOS,131,4.43,886,89,1040,30,Female
937,iPhone 12,iOS,218,1.82,2589,64,2376,51,Female
938,Xiaomi Mi 11,iOS,440,4.64,811,75,1538,56,Female
939,Samsung Galaxy S21,Android,579,2.49,2599,50,1072,44,Male
940,OnePlus 9,Android,56,3.17,2571,43,1688,18,Female
941,Xiaomi Mi 11,iOS,149,10.25,1386,52,1234,34,Female
942,OnePlus 9,iOS,418,3.01,968,39,1975,50,Female
943,iPhone 12,Android,352,11.34,2218,46,776,38,Male
944,OnePlus 9,Android,77,1.22,931,99,1099,23,Female
945,iPhone 12,iOS,48,6.71,1507,81,1786,31,Male
946,Samsung Galaxy S21,Android,226,8.65,2879,29,1522,25,Female
947,Google Pixel 5,iOS,261,7.44,1774,32,675,59,Female
948,Google Pixel 5,iOS,484,3.5,950,83,231,43,Male
949,Google Pixel 5,iOS,510,2.02,1528,41,650,47,Female
950,iPhone 12,Android,38,9.43,2090,43,1225,46,Female
951,Xiaomi Mi 11,iOS,269,5.74,2992,17,2368,32,Female
952,Google Pixel 5,iOS,72,6.83,2515,41,856,56,Male
953,Xiaomi Mi 11,iOS,135,10.15,379,92,1058,30,Male
954,iPhone 12,iOS,320,5.66,875,25,1872,48,Female
955,iPhone 12,iOS,537,7.27,2952,27,761,27,Female
956,iPhone 12,Android,534,7.54,2832,68,715,54,Female
957,OnePlus 9,iOS,498,11.37,2412,36,1823,24,Female
958,Google Pixel 5,Android,59,5.15,1377,16,571,18,Male
959,Samsung Galaxy S21,Android,37,6.6,2591,43,1750,48,Male
960,OnePlus 9,iOS,512,3.62,1168,51,2268,55,Female
961,iPhone 12,Android,123,5.24,2303,46,983,35,Male
962,OnePlus 9,iOS,170,9.95,1638,46,1585,34,Female
963,iPhone 12,iOS,300,5.81,1819,88,461,46,Male
964,Google Pixel 5,Android,507,2.79,1458,67,674,52,Female
965,Google Pixel 5,Android,403,9.18,2798,29,1333,58,Female
966,Xiaomi Mi 11,Android,395,8.45,1626,94,838,53,Male
967,Xiaomi Mi 11,Android,501,3.64,2246,54,585,43,Female
968,OnePlus 9,iOS,592,9.79,317,25,2089,21,Male
969,Google Pixel 5,iOS,453,7.48,2736,90,583,25,Female
970,Xiaomi Mi 11,Android,552,11.15,1295,65,811,51,Female
971,OnePlus 9,Android,514,10.58,2512,69,1947,31,Male
972,iPhone 12,iOS,485,10.88,383,10,881,26,Male
973,iPhone 12,iOS,135,5.32,1355,93,1307,31,Female
974,Xiaomi Mi 11,iOS,211,11.84,2966,91,950,39,Female
975,Google Pixel 5,iOS,566,9.0,2862,76,1204,32,Female
976,Xiaomi Mi 11,Android,273,9.87,1524,75,103,20,Female
977,Xiaomi Mi 11,iOS,241,1.03,2903,91,304,32,Female
978,Samsung Galaxy S21,iOS,314,7.1,2740,48,2300,57,Male
979,iPhone 12,iOS,519,3.98,451,89,2181,44,Male
980,Xiaomi Mi 11,iOS,102,2.31,2694,25,1820,31,Female
981,OnePlus 9,iOS,163,8.56,2651,69,927,56,Male
982,Google Pixel 5,iOS,573,9.62,1580,58,1543,45,Female
983,OnePlus 9,iOS,194,1.65,1156,31,1085,46,Female
984,Xiaomi Mi 11,Android,164,2.36,1589,75,1437,38,Female
985,iPhone 12,iOS,42,4.02,2731,40,2257,26,Female
986,Samsung Galaxy S21,Android,177,1.25,362,28,656,31,Female
987,iPhone 12,Android,280,2.35,429,22,589,37,Male
988,Xiaomi Mi 11,Android,205,4.25,2978,54,113,54,Male
989,Samsung Galaxy S21,iOS,526,10.89,1714,20,237,37,Male
990,iPhone 12,Android,552,2.56,927,94,969,36,Female
991,OnePlus 9,iOS,361,7.14,1702,54,1889,28,Male
992,Xiaomi Mi 11,Android,384,9.51,2982,71,1906,46,Male
993,Google Pixel 5,Android,592,7.71,1526,58,1659,58,Male
994,OnePlus 9,iOS,181,10.87,1540,84,2480,20,Female
995,iPhone 12,Android,43,9.91,2176,37,203,46,Male
996,Xiaomi Mi 11,iOS,576,4.28,866,81,576,38,Male
997,iPhone 12,Android,596,3.07,855,26,1910,47,Male
998,Google Pixel 5,iOS,287,7.52,392,61,939,23,Female
999,Xiaomi Mi 11,iOS,312,1.85,1038,51,1346,19,Female
1000,Google Pixel 5,Android,268,1.92,1814,53,1744,53,Female
1001,OnePlus 9,iOS,60,8.55,1634,87,2235,41,Male
1002,Samsung Galaxy S21,Android,578,10.91,2407,23,144,38,Female
1003,Google Pixel 5,iOS,185,8.74,1962,55,504,34,Male
1004,Samsung Galaxy S21,iOS,442,2.94,494,45,1608,48,Female
1005,Google Pixel 5,iOS,533,4.03,419,12,1937,49,Female
1006,OnePlus 9,iOS,519,8.03,2886,99,447,59,Male
1007,Samsung Galaxy S21,Android,36,3.73,1573,33,1581,58,Male
1008,Xiaomi Mi 11,Android,301,3.93,1858,37,972,33,Male
1009,Google Pixel 5,iOS,424,8.04,2615,67,1214,49,Male
1010,Samsung Galaxy S21,iOS,189,1.8,1589,41,1223,34,Male
1011,Samsung Galaxy S21,iOS,122,6.84,1787,51,2337,18,Male
1012,Samsung Galaxy S21,Android,154,8.6,2547,39,2107,27,Female
1013,Xiaomi Mi 11,iOS,167,6.05,431,89,1918,52,Male
1014,Samsung Galaxy S21,Android,247,3.6,760,82,2436,25,Male
1015,iPhone 12,iOS,405,8.68,1662,13,1757,44,Female
1016,Xiaomi Mi 11,iOS,584,4.26,1000,56,1296,29,Male
1017,Xiaomi Mi 11,iOS,247,6.42,2947,90,2436,51,Female
1018,Samsung Galaxy S21,Android,485,4.23,2168,50,1004,32,Male
1019,iPhone 12,Android,149,2.47,1313,97,1471,48,Female
1020,iPhone 12,iOS,237,11.55,2488,84,2181,19,Female
1021,Xiaomi Mi 11,iOS,299,9.47,1523,19,2370,41,Female
1022,Samsung Galaxy S21,iOS,360,11.41,1287,21,2385,30,Male
1023,Google Pixel 5,Android,189,11.32,565,78,1503,48,Male
1024,Samsung Galaxy S21,Android,314,9.53,492,71,402,49,Male
1025,iPhone 12,Android,173,6.63,2204,29,1129,29,Female
1026,Google Pixel 5,iOS,259,6.07,1896,11,1060,24,Female
1027,Samsung Galaxy S21,iOS,300,11.93,2758,96,1092,36,Female
1028,Google Pixel 5,iOS,238,1.73,2634,39,2451,49,Female
1029,Xiaomi Mi 11,iOS,561,8.06,2063,32,526,42,Female
1030,Samsung Galaxy S21,Android,592,6.21,2232,76,899,25,Female
1031,Xiaomi Mi 11,Android,204,6.55,1896,25,1399,19,Female
1032,Google Pixel 5,iOS,62,6.52,905,37,1370,58,Male
1033,Google Pixel 5,iOS,515,9.11,2089,18,273,49,Male
1034,iPhone 12,iOS,307,6.17,1253,67,1515,23,Male
1035,Samsung Galaxy S21,iOS,37,10.38,2951,24,2462,38,Female
1036,Xiaomi Mi 11,iOS,531,3.22,1340,76,1597,30,Female
1037,Xiaomi Mi 11,iOS,35,4.55,2457,94,681,27,Female
1038,OnePlus 9,Android,146,1.5,627,87,801,52,Female
1039,Xiaomi Mi 11,iOS,292,8.25,2597,25,468,26,Female
1040,Xiaomi Mi 11,iOS,177,1.58,2331,19,459,37,Male
1041,Samsung Galaxy S21,iOS,451,8.36,2851,55,279,34,Male
1042,Samsung Galaxy S21,iOS,314,6.09,1280,24,1522,32,Male
1043,iPhone 12,iOS,180,5.29,517,76,180,24,Male
1044,OnePlus 9,iOS,146,10.82,2366,77,667,47,Female
1045,Samsung Galaxy S21,Android,344,6.82,2828,91,1208,37,Male
1046,Xiaomi Mi 11,iOS,334,3.69,2884,91,1096,29,Male
1047,OnePlus 9,Android,134,3.69,2698,16,1121,31,Male
1048,iPhone 12,iOS,67,11.32,1491,72,2324,39,Male
1049,Google Pixel 5,iOS,159,7.18,1575,12,1324,40,Male
1050,iPhone 12,Android,183,2.26,2031,85,2448,31,Male
1051,Google Pixel 5,iOS,200,3.62,1665,94,2130,40,Female
1052,iPhone 12,Android,414,1.36,2258,39,1830,18,Male
1053,Xiaomi Mi 11,iOS,89,9.09,2107,50,1541,49,Female
1054,iPhone 12,Android,343,4.99,1291,96,1436,44,Female
1055,iPhone 12,Android,445,10.56,1744,11,1442,43,Female
1056,Xiaomi Mi 11,iOS,535,2.24,1592,33,599,35,Female
1057,Xiaomi Mi 11,Android,152,1.94,482,62,919,18,Female
1058,Google Pixel 5,iOS,522,10.63,480,11,2137,42,Female
1059,Xiaomi Mi 11,iOS,419,7.56,2909,85,1258,38,Female
1060,Google Pixel 5,iOS,519,2.36,2824,63,1140,30,Female
1061,Google Pixel 5,Android,481,4.05,2508,57,1989,29,Male
1062,Samsung Galaxy S21,iOS,565,3.73,483,51,1570,18,Male
1063,Samsung Galaxy S21,Android,505,11.42,2549,82,170,49,Male
1064,Google Pixel 5,Android,440,11.15,2534,34,2377,51,Male
1065,Samsung Galaxy S21,iOS,388,10.6,1577,56,1756,18,Male
1066,Google Pixel 5,iOS,554,9.99,832,65,1126,40,Male
1067,OnePlus 9,iOS,378,3.2,2862,20,318,38,Male
1068,Xiaomi Mi 11,Android,417,5.08,2714,93,1286,40,Female
1069,Xiaomi Mi 11,iOS,315,3.06,2673,20,759,34,Male
1070,Samsung Galaxy S21,Android,557,10.71,1243,48,330,44,Female
1071,Samsung Galaxy S21,Android,250,12.0,2713,33,2372,44,Male
1072,Google Pixel 5,iOS,106,1.34,1899,91,2144,29,Female
1073,Xiaomi Mi 11,iOS,115,8.14,2076,25,1370,31,Male
1074,Samsung Galaxy S21,iOS,576,8.38,1172,67,263,30,Female
1075,Xiaomi Mi 11,Android,264,6.24,811,77,2158,46,Female
1076,Xiaomi Mi 11,Android,516,7.51,2635,25,1954,31,Male
1077,Google Pixel 5,iOS,353,7.75,727,53,642,52,Female
1078,Samsung Galaxy S21,Android,523,8.08,2537,59,1846,20,Male
1079,Google Pixel 5,Android,453,2.95,2193,39,1072,35,Male
1080,iPhone 12,Android,179,2.03,799,46,1829,56,Male
1081,Google Pixel 5,iOS,489,11.34,2084,64,1003,34,Male
1082,Xiaomi Mi 11,Android,360,7.25,2432,33,484,34,Female
1083,Samsung Galaxy S21,iOS,356,3.82,314,87,522,20,Female
1084,Xiaomi Mi 11,Android,333,5.44,2786,65,480,29,Male
1085,Google Pixel 5,Android,324,8.97,1003,21,1091,23,Female
1086,OnePlus 9,iOS,571,6.35,1151,88,985,42,Female
1087,OnePlus 9,Android,216,5.94,1182,22,794,51,Female
1088,iPhone 12,iOS,107,1.37,571,41,802,51,Female
1089,OnePlus 9,Android,388,7.54,2474,15,1917,51,Female
1090,Google Pixel 5,iOS,135,1.82,1471,44,1824,47,Female
1091,Xiaomi Mi 11,Android,294,4.46,2861,33,1905,34,Male
1092,Samsung Galaxy S21,Android,189,6.33,1969,33,233,44,Female
1093,iPhone 12,Android,325,7.49,2045,58,2337,59,Male
1094,Xiaomi Mi 11,iOS,86,9.42,1304,96,1355,43,Male
1095,OnePlus 9,Android,80,11.13,1550,86,545,25,Male
1096,Google Pixel 5,iOS,64,6.11,1958,51,714,35,Female
1097,Google Pixel 5,Android,364,1.64,2480,62,287,37,Male
1098,Xiaomi Mi 11,iOS,506,4.65,1896,97,1483,29,Female
1099,Google Pixel 5,Android,551,4.68,2302,44,295,18,Female
1100,OnePlus 9,Android,522,9.99,2599,44,757,21,Male
1101,OnePlus 9,iOS,180,7.67,2764,72,579,29,Male
1102,Google Pixel 5,iOS,389,7.24,879,10,197,31,Female
1103,Xiaomi Mi 11,Android,374,8.02,2263,86,373,30,Male
1104,Samsung Galaxy S21,iOS,480,7.09,697,16,2250,37,Male
1105,OnePlus 9,Android,450,9.71,946,42,1935,43,Female
1106,Samsung Galaxy S21,iOS,172,11.35,2961,39,1291,23,Female
1107,Samsung Galaxy S21,iOS,189,7.52,2867,26,338,38,Male
1108,OnePlus 9,Android,131,6.0,303,46,737,37,Male
1109,OnePlus 9,iOS,280,2.11,1973,48,524,34,Male
1110,Xiaomi Mi 11,Android,448,6.66,1624,89,873,21,Female
1111,Google Pixel 5,iOS,59,8.23,2556,41,1648,36,Male
1112,iPhone 12,iOS,197,8.88,2229,26,1666,50,Female
1113,iPhone 12,Android,577,7.42,2675,11,919,49,Male
1114,iPhone 12,iOS,459,9.99,1733,97,2116,22,Female
1115,OnePlus 9,iOS,170,11.81,816,58,210,28,Male
1116,iPhone 12,Android,251,9.44,810,97,245,22,Male
1117,OnePlus 9,iOS,41,11.35,1307,16,372,38,Female
1118,Xiaomi Mi 11,Android,84,1.87,2802,31,195,38,Female
1119,OnePlus 9,iOS,305,4.06,2899,62,1495,58,Female
1120,Samsung Galaxy S21,Android,437,8.1,2958,98,1869,42,Female
1121,OnePlus 9,Android,585,10.81,2034,11,516,47,Male
1122,iPhone 12,Android,293,10.54,1580,77,2408,25,Female
1123,Xiaomi Mi 11,Android,383,2.69,807,93,833,49,Female
1124,Samsung Galaxy S21,Android,290,2.86,2334,95,1771,51,Male
1125,Xiaomi Mi 11,iOS,417,11.76,1656,94,171,31,Female
1126,Google Pixel 5,iOS,420,6.07,1757,99,2140,42,Female
1127,Xiaomi Mi 11,iOS,209,6.11,327,74,1797,59,Female
1128,Xiaomi Mi 11,Android,219,5.44,2164,65,2496,25,Female
1129,Google Pixel 5,iOS,57,10.65,367,22,350,59,Female
1130,Samsung Galaxy S21,Android,398,7.49,1318,69,1103,39,Male
1131,Xiaomi Mi 11,Android,319,5.7,1664,32,2453,31,Female
1132,iPhone 12,Android,96,2.3,2931,20,159,58,Male
1133,Samsung Galaxy S21,Android,295,7.15,2830,,679,31,Male
1134,Samsung Galaxy S21,Android,181,4.43,518,52,1719,57,Female
1135,Samsung Galaxy S21,iOS,59,11.56,904,54,2096,36,Male
1136,Xiaomi Mi 11,Android,165,5.44,2234,48,631,18,Female
1137,Samsung Galaxy S21,Android,140,3.39,2559,48,460,50,Male
1138,iPhone 12,iOS,39,10.08,2508,46,1912,45,Female
1139,iPhone 12,Android,116,7.8,2699,22,211,25,Male
1140,iPhone 12,iOS,577,6.8,1351,71,2250,28,Female
1141,iPhone 12,Android,521,4.71,738,77,552,51,Male
1142,iPhone 12,iOS,535,11.46,2130,62,1252,24,Male
1143,Xiaomi Mi 11,Android,547,7.59,2367,32,1265,20,Male
1144,Samsung Galaxy S21,iOS,340,11.35,793,26,1531,25,Male
1145,OnePlus 9,iOS,543,6.85,2003,78,1970,24,Male
1146,OnePlus 9,iOS,396,4.32,849,10,1493,23,Male
1147,Samsung Galaxy S21,iOS,225,1.09,1200,72,1188,26,Female
1148,iPhone 12,iOS,351,5.48,1125,61,2272,18,Male
1149,iPhone 12,iOS,120,5.72,2897,18,2016,28,Male
1150,iPhone 12,iOS,389,4.4,964,39,1105,31,Female
1151,Google Pixel 5,Android,214,10.01,589,70,2420,33,Female
1152,Xiaomi Mi 11,iOS,307,11.89,678,97,720,58,Female
1153,OnePlus 9,Android,391,9.39,1217,20,1494,42,Female
1154,Xiaomi Mi 11,iOS,424,1.65,379,41,1716,36,Female
1155,iPhone 12,Android,146,4.79,513,31,2232,31,Female
1156,Samsung Galaxy S21,iOS,446,3.0,2306,28,1425,51,Male
1157,iPhone 12,Android,139,8.03,407,61,2322,35,Male
1158,Samsung Galaxy S21,Android,129,5.22,2505,29,2497,58,Male
1159,Xiaomi Mi 11,Android,325,10.98,397,57,261,19,Female
1160,Google Pixel 5,Android,92,2.51,2191,62,1161,33,Female
1161,iPhone 12,iOS,389,8.22,943,38,2409,18,Female
1162,iPhone 12,iOS,90,8.39,2904,81,1915,36,Male
1163,Samsung Galaxy S21,Android,380,6.69,579,47,388,48,Male
1164,Xiaomi Mi 11,iOS,142,2.66,1043,10,706,56,Male
1165,Samsung Galaxy S21,Android,401,3.32,1593,89,2244,55,Male
1166,Xiaomi Mi 11,iOS,497,4.77,2084,76,1420,54,Female
1167,Xiaomi Mi 11,Android,500,8.7,1711,13,1480,42,Female
1168,Xiaomi Mi 11,Android,41,9.38,1391,38,1153,30,Female
1169,iPhone 12,Android,594,2.75,1181,93,685,32,Male
1170,Google Pixel 5,iOS,85,2.68,392,48,794,45,Female
1171,iPhone 12,Android,403,3.94,2615,10,2342,29,Female
1172,Xiaomi Mi 11,Android,482,7.04,2609,58,2156,55,Male
1173,iPhone 12,iOS,95,9.34,1039,40,2045,23,Female
1174,Xiaomi Mi 11,Android,209,6.19,622,33,1824,30,Male
1175,Xiaomi Mi 11,iOS,146,11.57,1083,74,1675,58,Male
1176,Xiaomi Mi 11,Android,248,5.95,2447,15,343,20,Female
1177,Xiaomi Mi 11,iOS,501,8.98,1861,86,2196,23,Female
1178,Xiaomi Mi 11,Android,562,6.65,1789,46,1495,42,Female
1179,Samsung Galaxy S21,iOS,363,11.48,1262,10,2095,51,Male
1180,iPhone 12,iOS,511,8.83,801,37,2048,42,Male
1181,Samsung Galaxy S21,Android,493,10.02,2500,65,215,32,Female
1182,Xiaomi Mi 11,iOS,96,10.24,1622,87,1283,53,Female
1183,OnePlus 9,Android,591,11.9,2066,21,2295,22,Female
1184,Google Pixel 5,iOS,55,4.72,2973,71,330,20,Female
1185,Xiaomi Mi 11,Android,458,4.81,1607,24,421,33,Female
1186,iPhone 12,iOS,235,10.63,2925,50,1486,50,Male
1187,iPhone 12,iOS,479,5.03,2814,99,2123,38,Female
1188,iPhone 12,iOS,47,2.38,844,59,1967,45,Female
1189,Samsung Galaxy S21,Android,36,10.52,1341,73,1662,59,Female
1190,iPhone 12,iOS,44,4.67,2142,40,1984,19,Female
1191,Xiaomi Mi 11,Android,181,10.35,346,68,699,38,Male
1192,iPhone 12,iOS,276,11.96,1053,54,1925,45,Female
1193,Samsung Galaxy S21,Android,326,7.71,802,98,2163,35,Female
1194,Xiaomi Mi 11,Android,408,9.15,342,96,1728,37,Female
1195,Google Pixel 5,Android,213,2.91,909,96,981,53,Male
1196,iPhone 12,iOS,495,6.51,1717,89,2443,20,Male
1197,OnePlus 9,iOS,97,8.43,687,71,256,51,Female
1198,Samsung Galaxy S21,iOS,310,7.94,2302,62,1353,48,Male
1199,OnePlus 9,iOS,568,6.63,603,81,2276,37,Male
1200,Xiaomi Mi 11,Android,263,10.46,1830,65,1224,49,Male
1201,Samsung Galaxy S21,iOS,474,1.05,2305,61,2297,58,Male
1202,Google Pixel 5,iOS,297,2.17,323,45,1677,27,Male
1203,Google Pixel 5,iOS,53,10.41,2002,21,2242,45,Female
1204,Google Pixel 5,Android,253,11.22,582,54,1038,57,Female
1205,Xiaomi Mi 11,iOS,345,4.95,615,34,1894,21,Female
1206,Google Pixel 5,iOS,129,5.28,1626,59,165,55,Male
1207,OnePlus 9,Android,96,2.59,2298,18,181,27,Male
1208,iPhone 12,iOS,194,3.29,473,72,2014,45,Female
1209,iPhone 12,iOS,574,6.2,1410,51,558,26,Male
1210,Samsung Galaxy S21,iOS,38,10.91,624,99,924,52,Female
1211,Xiaomi Mi 11,Android,418,5.59,1749,20,1186,58,Male
1212,OnePlus 9,iOS,424,2.68,2314,21,2398,31,Female
1213,Xiaomi Mi 11,iOS,37,6.85,1342,36,1452,54,Female
1214,iPhone 12,iOS,298,9.15,2126,25,490,43,Male
1215,iPhone 12,Android,84,6.04,2306,34,654,29,Male
1216,Xiaomi Mi 11,iOS,390,9.65,2548,74,608,47,Male
1217,Google Pixel 5,iOS,589,2.61,1533,75,584,36,Female
1218,iPhone 12,iOS,405,5.32,1775,59,1649,34,Female
1219,iPhone 12,Android,151,10.68,2406,26,2152,22,Female
1220,iPhone 12,Android,251,10.49,2698,73,1547,20,Male
1221,Samsung Galaxy S21,iOS,298,7.99,2432,31,425,30,Female
1222,Samsung Galaxy S21,iOS,458,5.17,1538,39,1372,41,Male
1223,iPhone 12,Android,437,4.37,1450,29,2221,49,Male
1224,Samsung Galaxy S21,iOS,211,8.48,1956,57,2427,22,Male
1225,Google Pixel 5,Android,448,1.3,401,53,629,49,Male
1226,iPhone 12,Android,507,7.63,1556,87,114,59,Male
1227,OnePlus 9,Android,445,3.39,2278,35,1295,42,Female
1228,OnePlus 9,Android,361,9.67,1456,50,2203,56,Male
1229,iPhone 12,iOS,232,5.33,696,56,1242,43,Female
1230,iPhone 12,iOS,314,4.96,2513,79,1004,40,Female
1231,Google Pixel 5,iOS,524,4.26,1005,34,1143,36,Male
1232,OnePlus 9,Android,249,4.23,813,59,2324,52,Male
1233,iPhone 12,Android,175,8.21,1647,41,2413,50,Female
1234,Samsung Galaxy S21,Android,496,4.51,771,73,458,33,Female
1235,OnePlus 9,iOS,404,7.7,1222,79,1770,53,Female
1236,Google Pixel 5,iOS,56,11.4,1975,50,1820,29,Female
1237,OnePlus 9,iOS,550,6.11,1380,76,467,28,Female
1238,iPhone 12,iOS,290,7.31,1375,23,2278,23,Male
1239,Samsung Galaxy S21,Android,422,5.29,2245,50,2330,46,Male
1240,Samsung Galaxy S21,iOS,177,9.06,437,98,563,41,Female
1241,iPhone 12,iOS,401,10.36,975,75,1924,21,Female
1242,iPhone 12,iOS,41,3.36,1537,20,1699,51,Male
1243,iPhone 12,Android,339,7.56,2442,15,418,41,Male
1244,Samsung Galaxy S21,iOS,63,9.98,2372,81,408,52,Male
1245,Xiaomi Mi 11,iOS,457,7.74,1776,38,1466,57,Male
1246,OnePlus 9,iOS,207,3.41,538,19,1813,26,Male
1247,Samsung Galaxy S21,iOS,528,2.27,2770,89,124,21,Female
1248,Xiaomi Mi 11,iOS,558,10.36,1585,62,2150,47,Male
1249,Xiaomi Mi 11,iOS,583,4.62,1981,65,1400,36,Male
